Site,City,ju18_1,ju18_2,ju18_3,ju18_4,oc18_1,oc18_2,oc18_3,oc18_4,ja19_1,ja19_2,ja19_3,ja19_4,ap19_1,ap19_2,ap19_3,ap19_4,ju19_1,ju19_2,ju19_3,ju19_4,oc19_1,oc19_2,oc19_3,oc19_4,ja20_1,ja20_2,ja20_3,ja20_4,ap20_1,ap20_2,ap20_3,ap20_4,ju20_1,ju20_2,ju20_3,ju20_4
W02-SUN1,deco,7,7,7,7,0,0,0,0,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W02-WBP1,deco,7,7,7,7,0,0,0,0,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W03-CPP1,deco,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W03-DAN1,deco,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W03-GRA1,deco,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W03-MGP1,deco,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W04-APE1,deco,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7
W04-PVP1,deco,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7
W04-STM1,deco,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7
W04-WES1,deco,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W04-WSP1,deco,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M01-PRG1,inin,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,2,7,7,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
M02-BCF1,inin,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,7,7,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
M02-OBP1,inin,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,7,7,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
M02-SBP2,inin,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,3,0,0,0,0,7,7,7,7,7,7,7,7,0,7,7,2,7,7,7,7
M03-FCP1,inin,0,0,0,0,7,7,7,7,7,7,7,1,7,7,7,7,2,7,7,3,7,7,7,7,7,7,7,7,2,7,7,0,7,7,7,7
M03-GWP1,inin,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,2,7,7,3,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0
M03-ISD1,inin,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,2,7,7,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
M04-BAS1,inin,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,3,7,7,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
M04-FRP1,inin,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,2,7,7,3,7,7,7,1,7,7,1,1,4,7,7,4,7,7,7,7
M04-MAP1,inin,0,0,7,7,0,0,0,0,0,7,7,7,7,7,7,7,3,7,7,4,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0
M05-ISB2,inin,7,7,7,1,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,7,7,7,7
M05-SGC1,inin,7,7,0,7,7,7,7,7,0,0,0,0,7,7,7,7,7,7,7,1,7,7,7,1,0,0,0,0,0,0,0,0,7,7,7,7
M06-MCP1,inin,7,1,0,0,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,0,0,0,0,7,7,7,1
M06-PGC1,inin,1,0,0,0,7,7,7,1,7,7,7,1,7,7,7,5,7,7,7,1,7,7,1,1,7,7,7,1,0,0,0,0,7,1,1,1
M07-CAC1,inin,7,7,7,1,7,7,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,7,7,7,7
M07-CCT1,inin,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,7,7,7,1
M07-WFD1,inin,1,1,0,1,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,1,0,7,7,7,4,7,7,4,0,0,0,0,7,7,7,1
M08-FTP1,inin,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,1,1,7,7,1,1,0,0,0,0,7,7,7,1
M08-MMT2,inin,7,0,0,0,7,7,1,1,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,4,7,7,5
M08-WGP1,inin,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,7,7,7,7
W01-GFP3,inin,7,7,7,7,7,7,7,7,0,0,0,0,7,7,7,7,2,7,7,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
W01-HCC1,inin,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,2,7,7,2,3,7,7,3,2,7,7,2,0,0,0,0,0,0,0,0
W01-WRG1,inin,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,7,7,2,3,7,7,3,0,0,0,0,0,0,0,0,0,0,0,0
W02-CRS2,inin,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,7,7,2,7,7,7,7,3,7,3,0,0,0,0,0,7,7,7,7
W02-EMP1,inin,0,7,0,0,7,7,7,7,7,7,7,7,7,7,7,1,0,3,7,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
W02-IZO3,inin,7,7,7,7,7,7,7,7,7,5,0,0,7,7,7,7,2,7,7,2,7,7,7,7,0,0,0,0,7,7,7,7,7,7,7,7
W03-CHC1,inin,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,7,7,3,3,7,7,3,4,7,4,0,7,7,7,7,7,7,7,7
W03-MEL1,inin,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,2,7,7,3,7,7,7,1,0,0,0,0,7,7,7,1,0,7,7,5
W03-RGC1,inin,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,7,7,7,1,0,0,0,0,7,7,7,7,7,7,7,7
W04-JSP1,inin,7,7,7,7,7,7,7,7,7,7,7,2,7,7,7,7,2,7,7,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
W04-ROW1,inin,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,7,7,3,7,7,7,7,7,7,7,7,4,7,5,0,7,7,7,7
W04-WPC1,inin,7,0,0,1,7,7,7,7,7,7,7,7,7,7,7,1,3,7,7,3,7,7,7,7,7,7,7,1,7,7,7,1,2,7,7,3
W05-CPE1,inin,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
W05-IHS1,inin,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,7,7,7,7,7,7,7,7
W06-CNP1,inin,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,0,0,0,0,7,7,7,7,7,7,7,7
W06-UHS1,inin,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W07-INA1,inin,0,0,0,0,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,7,7,7,7,7,7,7,7
W07-UES2,inin,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
W07-WAF1,inin,0,0,0,0,7,7,7,7,7,7,7,1,7,7,7,1,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,1,7,7,7,7
W08-NST3,inin,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
W08-ROS1,inin,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,0,0,0,0,0,0,0,0
A01-RES1,ioio,7,7,7,7,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
A01-WMA1,ioio,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
A01-WMA2,ioio,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,7,7,7,7,7,7,7,3,7,7,7,7,7,7,7,7,7,7,7,7
A01-WMA3,ioio,7,7,7,7,7,7,7,7,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,7,7,7,7
A02-FUH1,ioio,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
A02-MET1,ioio,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0
A02-RES2,ioio,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
A02-WMA4,ioio,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
A03-CNA1,ioio,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
A03-JOY1,ioio,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
A03-YSC1,ioio,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
A04-AUB1,ioio,7,7,7,7,7,7,7,7,7,7,7,7,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,0,0,0
A04-DOV1,ioio,7,7,7,7,7,7,7,7,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,4,7,7,4,7,7,7,7,7,7,7,7
A04-PEN1,ioio,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
A04-WAT1,ioio,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
A05-BEN1,ioio,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
A05-CRE1,ioio,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
A05-SAN1,ioio,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
A05-SHI1,ioio,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
A06-SHP1,ioio,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
A06-SYC1,ioio,7,7,7,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,7,7,7,7
A06-SYC2,ioio,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
A06-TTB1,ioio,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
A07-CCG1,ioio,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,7,7,7,7,7,7,7,7,7,0,0,0,0,0
A07-CBT1,ioio,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,7,7,7,7,7,7,7,7,7,7
A07-CCG2,ioio,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
A07-UIO1,ioio,7,7,7,7,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
A08-PET1,ioio,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
A08-RES3,ioio,7,7,7,7,7,7,7,7,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
A08-RES4,ioio,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
A08-TCP1,ioio,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
A09-HRP1,ioio,0,0,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,7,7,7,7,7,7,7,7
A09-KEN1,ioio,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
A09-TOK1,ioio,7,7,7,7,7,7,7,7,0,0,0,0,7,7,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
A09-WCP1,ioio,7,7,7,7,7,7,7,7,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,7,7,7
A10-ACT1,ioio,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
A10-GIL1,ioio,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7
A10-HHP1,ioio,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
A10-HPR1,ioio,7,7,7,7,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
MAWI-M01-AMF1,mawi,7,7,7,7,7,7,7,7,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0
MAWI-M01-BRT1,mawi,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,7,7,7,7,0,2,7,7,0,0,0,0,0,0,0,0,0,0,0,0
MAWI-M01-BRT2,mawi,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0
MAWI-M01-BRT3,mawi,7,7,7,0,7,7,7,7,0,0,0,0,0,0,0,0,2,7,7,3,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0
MAWI-M01-CCT2,mawi,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,7,7,1,0,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0
MAWI-M01-CCT3,mawi,0,7,0,0,0,0,7,7,0,0,0,0,0,0,0,0,4,7,3,0,0,1,7,7,0,0,0,0,0,0,0,0,0,0,0,0
MAWI-M01-CCT4,mawi,0,0,0,0,7,7,7,7,0,0,0,0,0,0,0,0,7,7,1,0,0,1,7,7,0,0,0,0,0,0,0,0,0,0,0,0
MAWI-M01-POR1,mawi,0,0,0,0,7,7,0,0,0,0,0,0,7,7,7,3,7,7,7,3,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0
MAWI-M01-POR2,mawi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,7,7,7,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0
MAWI-M01-RDP1,mawi,7,7,7,7,0,7,7,7,0,0,0,0,7,7,6,0,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0
MAWI-M01-STC1,mawi,0,0,0,0,7,7,7,0,0,0,0,0,7,7,1,0,7,7,7,7,0,1,7,7,0,0,0,0,0,0,0,0,0,0,0,0
MAWI-M01-STC3,mawi,7,0,0,0,7,7,7,7,0,0,0,0,0,0,0,0,7,7,7,7,0,1,7,7,0,0,0,0,0,0,0,0,0,0,0,0
MAWI-M01-SWC1,mawi,0,0,7,7,0,7,7,7,0,0,0,0,7,7,7,7,3,7,7,4,0,2,7,7,0,0,0,0,0,0,0,0,0,0,0,0
MAWI-M01-SWC2,mawi,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0
MAWI-M01-SWC3,mawi,0,0,0,0,7,7,7,7,0,0,0,0,7,7,7,7,7,7,7,7,0,1,7,7,0,0,0,0,0,0,0,0,0,0,0,0
MAWI-M01-SWC4,mawi,0,0,7,7,7,7,7,7,0,0,0,0,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAWI-M01-SWC5,mawi,0,0,0,7,7,7,7,7,0,0,0,0,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAWI-M01-SWC6,mawi,0,0,0,0,7,0,7,7,0,0,0,0,0,2,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0
MAWI-M01-SWC7,mawi,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,0,1,7,7,0,0,0,0,0,0,0,0,0,0,0,0
MAWI-M01-SWC8,mawi,0,0,0,0,7,7,0,7,0,0,0,0,7,7,7,7,2,7,7,3,0,2,7,7,0,0,0,0,0,0,0,0,0,0,0,0
MAWI-M01-SWC9,mawi,7,7,7,0,7,7,7,7,0,0,0,0,0,3,7,7,2,7,7,3,0,2,7,7,0,0,0,0,0,0,0,0,0,0,0,0
MAWI-M01-UWH1,mawi,0,0,7,7,0,7,7,7,0,0,0,0,7,7,6,0,7,7,7,7,0,3,7,4,0,0,0,0,0,0,0,0,0,0,0,0
CalT01,mela,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0
CalT02,mela,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0
ED02,mela,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
ED03,mela,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
ED04,mela,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,7,7,7,0,0,0,0
ED05,mela,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
ED06,mela,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,7,7,7,7,7
ED07,mela,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,4,7,7,7,7,7,7,7,7,7,7,7,0,0
ED08,mela,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,4,7,7,7,7,7,7,7,7,7,0,0,0,0
IRC01,mela,0,0,0,0,7,7,4,0,7,7,7,7,0,0,6,7,7,2,0,0,0,0,7,7,7,7,7,7,7,7,7,7,0,0,7,7
IRC02,mela,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,7
IRC03,mela,0,0,0,0,7,7,7,7,7,7,0,7,7,7,7,7,7,7,3,0,0,7,7,7,7,7,7,7,7,7,7,7,0,0,0,7
IRC04,mela,0,0,0,0,7,7,7,7,7,7,7,7,0,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
IRC05,mela,0,0,0,0,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,0,5,7,7
IRC06,mela,0,0,0,0,7,7,7,7,7,7,7,7,7,7,6,0,7,7,7,7,7,7,7,7,0,0,7,7,7,7,7,7,7,7,7,7
IRC07,mela,0,0,0,0,0,0,0,0,7,7,7,7,7,7,5,0,7,7,7,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
OCP01,mela,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,7,7,7,0,0
OCP02,mela,0,4,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,0,0,0
OCP03,mela,7,7,7,4,7,7,7,7,7,0,0,7,7,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,7,7,7,7,7,7
PW01,mela,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
SA,mela,0,0,0,0,7,7,7,7,0,0,5,7,7,7,7,7,0,0,0,0,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0
SemR01,mela,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,7,7,7,7,7,7,7,7,7,7
H01-AST1,mela,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
H01-BEA2,mela,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7
H01-BGC1,mela,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7
H01-CCH1,mela,0,0,0,0,7,7,7,2,0,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,7,7,7,7,7,7,7
H01-FIR1,mela,0,0,0,0,7,7,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,0,0,0,0
H01-FLN1,mela,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H01-FRE1,mela,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,0,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0
H01-GAT1,mela,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H01-GSC1,mela,0,0,0,0,7,7,7,5,7,7,7,7,7,7,7,7,7,7,7,4,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0
H01-HFR1,mela,0,0,0,0,7,7,7,5,7,7,7,7,0,0,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
H01-HIC1,mela,0,0,0,0,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H01-HNP1,mela,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7
H01-LTC1,mela,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7
H01-OCC1,mela,0,0,0,0,7,7,7,7,7,7,7,5,3,7,0,0,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,7,7,7,7
H01-RHR1,mela,0,0,0,0,7,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,6,7,7,7,7,7,7,7,7
H01-ROS1,mela,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
H01-SPS1,mela,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,0,2,7,2,7,7,7,7,7,7,7,7,7,7,7,7
H01-TMC1,mela,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
H01-WAV1,mela,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,0,0,0,0
H01-WTP1,mela,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,0,0,0,0
H01-WWD1,mela,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,4,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,7,7,7
C01-SNP1,rony,0,0,0,0,7,7,2,0,7,7,7,7,7,7,7,7,0,7,7,7,0,0,0,0,7,7,7,7,0,0,0,7,7,7,7,7
C01-TPP1,rony,0,0,0,0,7,7,4,0,7,7,7,7,7,7,7,7,0,7,7,7,0,0,7,7,7,7,7,7,0,0,0,7,7,7,7,7
C01-TPP2,rony,0,0,0,0,7,7,4,0,7,7,7,7,7,7,7,7,0,7,7,7,0,0,7,7,0,0,0,0,0,0,0,0,7,7,7,7
C02-MWP1,rony,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,6,0,7,7,7,0,0,7,7,7,7,7,7,0,0,0,7,7,7,7,1
C02-SNP2,rony,0,0,0,0,7,7,4,0,7,7,7,7,7,7,7,7,0,7,7,7,0,0,7,7,7,7,7,7,0,0,0,7,7,7,7,7
L01-BBP1,rony,0,0,0,0,7,7,4,0,7,7,7,7,7,7,7,7,0,0,0,0,0,0,7,7,7,7,7,7,0,0,0,7,7,7,7,7
L01-RWA1,rony,0,0,0,0,7,7,3,0,0,0,0,0,7,7,7,1,0,0,0,0,0,0,7,7,7,7,7,7,0,0,0,7,7,7,7,7
L02- BPP1,rony,0,0,0,0,7,7,3,0,7,7,7,7,7,7,7,6,0,7,7,7,0,0,7,7,7,7,7,7,0,0,0,7,7,7,7,7
L03-BRP1,rony,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,0,0,0,0,0,0,7,7,7,7,7,1,0,0,0,7,7,7,7,7
